city_name,region_name,population,country,CC
cahul,cahul,63407.0,moldova,md
chisinau,chisinau,688134.0,moldova,md
straseni,straseni,0,moldova,md
tiraspol,stinga nistrului,157000.0,moldova,md
telenesti,telenesti,0,moldova,md
taraclia,taraclia,0,moldova,md
dubasari,stinga nistrului,23254.0,moldova,md
cocieri,dubasari,0,moldova,md
calarasi,calarasi,0,moldova,md
glodeni,glodeni,0,moldova,md
hincesti,hincesti,0,moldova,md
nisporeni,nisporeni,0,moldova,md
soroca,soroca,0,moldova,md
ungheni,ungheni,0,moldova,md
berane,berane,0,montenegro,me
plav,plav,0,montenegro,me
andrijevica,andrijevica,0,montenegro,me
petnjica,petnjica,0,montenegro,me
gusinje,gusinje,0,montenegro,me
kolasin,kolasin,0,montenegro,me
podgorica,podgorica,145850.0,montenegro,me
bijelo polje,bijelo polje,0,montenegro,me
bar,bar,0,montenegro,me
budva,budva,0,montenegro,me
cetinje,cetinje,0,montenegro,me
danilovgrad,danilovgrad,0,montenegro,me
herceg-novi,herceg novi,0,montenegro,me
kotor,kotor,0,montenegro,me
mojkovac,mojkovac,0,montenegro,me
niksic,niksic,0,montenegro,me
pluzine,pluzine,0,montenegro,me
pljevlja,pljevlja,0,montenegro,me
rozaje,rozaje,0,montenegro,me
savnik,savnik,0,montenegro,me
tivat,tivat,0,montenegro,me
ulcinj,ulcinj,0,montenegro,me
zabljak,zabljak,0,montenegro,me
marigot,,0,saint martin,mf
antananarivo,antananarivo,1697000.0,madagascar,mg
toamasina,toamasina,210226.0,madagascar,mg
antalaha,antsiranana,47224.0,madagascar,mg
maroantsetra,toamasina,38046.0,madagascar,mg
mandritsara,mahajanga,9705.0,madagascar,mg
besalampy,mahajanga,1022.0,madagascar,mg
marovoay,mahajanga,31253.0,madagascar,mg
andoany,antsiranana,22680.0,madagascar,mg
mahajanga,mahajanga,154657.0,madagascar,mg
ambanja,antsiranana,30621.0,madagascar,mg
antsiranana,antsiranana,82937.0,madagascar,mg
miandrivazo,toliara,20631.0,madagascar,mg
mananjary,fianarantsoa,27686.0,madagascar,mg
morombe,toliara,16727.0,madagascar,mg
toliara,toliara,115319.0,madagascar,mg
manja,toliara,1536.0,madagascar,mg
fianarantsoa,fianarantsoa,184184.0,madagascar,mg
androka,toliara,174.0,madagascar,mg
bekiy,toliara,4286.0,madagascar,mg
antsirabe,antananarivo,307921.0,madagascar,mg
antsohihy,mahajanga,21290.0,madagascar,mg
maintirano,mahajanga,5925.0,madagascar,mg
ambatondrazaka,toamasina,43134.0,madagascar,mg
farafangana,fianarantsoa,24764.0,madagascar,mg
ihosy,fianarantsoa,16990.0,madagascar,mg
morondava,toliara,36803.0,madagascar,mg
tolanaro,toliara,16818.0,madagascar,mg
sambava,antsiranana,43465.0,madagascar,mg
majuro,majuro,25400.0,marshall islands,mh
vevcani,vevcani,0,macedonia,mk
kocani,kocani,0,macedonia,mk
staro nagoricane,staro nagoricane,0,macedonia,mk
radovis,radovis,0,macedonia,mk
sopiste,sopiste,0,macedonia,mk
petrovec,petrovec,0,macedonia,mk
bosilovo,bosilovo,0,macedonia,mk
zrnovci,zrnovci,0,macedonia,mk
gradsko,gradsko,0,macedonia,mk
lipkovo,lipkovo,0,macedonia,mk
lozovo,lozovo,0,macedonia,mk
plasnica,plasnica,0,macedonia,mk
aracinovo,aracinovo,0,macedonia,mk
studenicani,studenicani,0,macedonia,mk
resen,resen,0,macedonia,mk
bogovinje,bogovinje,0,macedonia,mk
vinica,vinica,0,macedonia,mk
belcista,debarca,0,macedonia,mk
mogila,mogila,0,macedonia,mk
veles,veles,0,macedonia,mk
kavadarci,kavadarci,0,macedonia,mk
kumanovo,kumanovo,0,macedonia,mk
ohrid,ohrid,0,macedonia,mk
strumica,strumica,0,macedonia,mk
makedonski brod,makedonski brod,0,macedonia,mk
rostusa,mavrovo i rostusa,0,macedonia,mk
struga,struga,0,macedonia,mk
cucer-sandevo,cucer-sandevo,0,macedonia,mk
novo selo,novo selo,0,macedonia,mk
zelenikovo,zelenikovo,0,macedonia,mk
star dojran,dojran,0,macedonia,mk
skopje,,494087.0,macedonia,mk
stip,stip,0,macedonia,mk
makedonska kamenica,makedonska kamenica,0,macedonia,mk
ilinden,ilinden,0,macedonia,mk
demir hisar,demir hisar,0,macedonia,mk
zelino,zelino,0,macedonia,mk
prilep,prilep,0,macedonia,mk
bitola,bitola,86528.0,macedonia,mk
krivogastani,krivogastani,0,macedonia,mk
krusevo,krusevo,0,macedonia,mk
vasilevo,vasilevo,0,macedonia,mk
gostivar,gostivar,0,macedonia,mk
vrapciste,vrapciste,0,macedonia,mk
novaci,novaci,0,macedonia,mk
caska,caska,0,macedonia,mk
kratovo,kratovo,0,macedonia,mk
probistip,probistip,0,macedonia,mk
debar,debar,0,macedonia,mk
centar zupa,centar zupa,0,macedonia,mk
rosoman,rosoman,0,macedonia,mk
jegunovce,jegunovce,0,macedonia,mk
demir kapija,demir kapija,0,macedonia,mk
negotino,negotino,0,macedonia,mk
konce,konce,0,macedonia,mk
dolneni,dolneni,0,macedonia,mk
sveti nikole,sveti nikole,0,macedonia,mk
valandovo,valandovo,0,macedonia,mk
kicevo,kicevo,0,macedonia,mk
delcevo,delcevo,0,macedonia,mk
tetovo,tetovo,119132.0,macedonia,mk
cesinovo,cesinovo-oblesevo,0,macedonia,mk
karbinci,karbinci,0,macedonia,mk
tearce,tearce,0,macedonia,mk
kriva palanka,kriva palanka,0,macedonia,mk
rankovce,rankovce,0,macedonia,mk
pehcevo,pehcevo,0,macedonia,mk
gevgelija,gevgelija,0,macedonia,mk
bogdanci,bogdanci,0,macedonia,mk
berovo,berovo,0,macedonia,mk
brvenica,brvenica,0,macedonia,mk
aguelhok,kidal,9000.0,mali,ml
bamako,bamako,1494000.0,mali,ml
kidal,kidal,0,mali,ml
bourem,gao,30000.0,mali,ml
mopti,mopti,108456.0,mali,ml
gao,gao,116967.0,mali,ml
satadougou,kayes,706.0,mali,ml
koulikoro,koulikoro,23919.0,mali,ml
sikasso,sikasso,225753.0,mali,ml
araouane,tombouctou,4026.0,mali,ml
segou,segou,122952.0,mali,ml
timbuktu,tombouctou,68872.0,mali,ml
markala,segou,53738.0,mali,ml
taoudenni,tombouctou,3019.0,mali,ml
kayes,kayes,77207.0,mali,ml
sokolo,segou,4374.0,mali,ml
kita,kayes,46435.0,mali,ml
nara,koulikoro,18459.0,mali,ml
kati,koulikoro,66895.0,mali,ml
kangaba,koulikoro,17232.0,mali,ml
san,segou,41386.0,mali,ml
bougouni,sikasso,35450.0,mali,ml
koutiala,sikasso,104927.0,mali,ml
djenne,mopti,32944.0,mali,ml
yelimane,kayes,988.0,mali,ml
bafoulabe,kayes,26823.0,mali,ml
nioro du sahel,kayes,14421.0,mali,ml
goundam,tombouctou,8456.0,mali,ml
menaka,gao,9110.0,mali,ml
tessalit,kidal,6000.0,mali,ml
banamba,koulikoro,30591.0,mali,ml
rangoon,yangon,4088000.0,burma,mm
allanmyo,magway,57897.0,burma,mm
mudon,mon state,152300.0,burma,mm
mawlamyine,mon state,438861.0,burma,mm
phyarpon,ayeyawady,65601.0,burma,mm
labutta,ayeyawady,1667.0,burma,mm
dawei,taninthayi,146212.0,burma,mm
myeik,taninthayi,266720.0,burma,mm
ye,mon state,50798.0,burma,mm
namtu,shan state,48591.0,burma,mm
hinthada,ayeyawady,180728.0,burma,mm
thongwa,yangon,52496.0,burma,mm
bago,bago,284318.0,burma,mm
pathein,ayeyawady,237089.0,burma,mm
yandoon,ayeyawady,36172.0,burma,mm
wakema,ayeyawady,48405.0,burma,mm
pyay,bago,135308.0,burma,mm
chauk,magway,90870.0,burma,mm
myitkyina,kachin state,139100.0,burma,mm
monywa,sagaing,226222.0,burma,mm
naypyidaw,nay pyi taw,930000.0,burma,mm
loikaw,kayah state,17293.0,burma,mm
yaynangyoung,magway,110553.0,burma,mm
kyaukphyu,rakhine state,4261.0,burma,mm
magway,magway,125973.0,burma,mm
shwebo,sagaing,88914.0,burma,mm
sagaing,sagaing,78739.0,burma,mm
myingyan,mandalay,163812.0,burma,mm
pakokku,magway,126938.0,burma,mm
mandalay,mandalay,1300000.0,burma,mm
taunggyi,shan state,160115.0,burma,mm
pyu,bago,40386.0,burma,mm
taungoo,bago,106945.0,burma,mm
letpadan,bago,176571.0,burma,mm
sittwe,rakhine state,179032.0,burma,mm
pa-an,kayin state,50000.0,burma,mm
hakha,chin state,20000.0,burma,mm
olgiy,bayan-olgiy,34934.0,mongolia,mn
mandalgovi,dundgovi,2984.0,mongolia,mn
ulaanbaatar,ulaanbaatar,885000.0,mongolia,mn
moron,hovsgol,27690.0,mongolia,mn
darhan,selenge,74738.0,mongolia,mn
erdenet,orhon,79647.0,mongolia,mn
uliastay,dzavhan,8056.0,mongolia,mn
choyr,govisumber,0,mongolia,mn
altay,govi-altay,0,mongolia,mn
buyant-uhaa,dornogovi,8776.0,mongolia,mn
choybalsan,dornod,33376.0,mongolia,mn
ulaangom,uvs,35796.0,mongolia,mn
bulgan,bulgan,17348.0,mongolia,mn
arvayheer,ovorhangay,28053.0,mongolia,mn
tsetserleg,arhangay,19812.0,mongolia,mn
bayankhongor,bayanhongor,26252.0,mongolia,mn
darhan,darhan-uul,0,mongolia,mn
dzuunharaa,selenge,18830.0,mongolia,mn
dzuunmod,tov,17738.0,mongolia,mn
ondorhaan,hentiy,14723.0,mongolia,mn
dalandzadgad,omnogovi,15093.0,mongolia,mn
ulaan-uul,dornogovi,3726.0,mongolia,mn
hodrogo,dzavhan,10.0,mongolia,mn
baruun urt,suhbaatar,15805.0,mongolia,mn
suchboatar,selenge,24235.0,mongolia,mn
dund-us,hovd,30500.0,mongolia,mn
macau,,568700.0,macau,mo
fort-de-france,,253995.0,martinique,mq
bogue,brakna,10415.0,mauritania,mr
chegga,tiris zemmour,10.0,mauritania,mr
boutilimit,trarza,14142.0,mauritania,mr
timbedra,hodh ech chargui,245.0,mauritania,mr
bir mogrein,tiris zemmour,10.0,mauritania,mr
fderik,tiris zemmour,5760.0,mauritania,mr
selibaby,guidimaka,460.0,mauritania,mr
aleg,brakna,8388.0,mauritania,mr
akjoujt,inchiri,370.0,mauritania,mr
kiffa,assaba,73930.0,mauritania,mr
nema,hodh ech chargui,200000.0,mauritania,mr
nouadhibou,dakhlet nouadhibou,86738.0,mauritania,mr
rosso,trarza,47203.0,mauritania,mr
tidjikdja,tagant,19981.0,mauritania,mr
atar,adrar,44265.0,mauritania,mr
kaedi,gorgol,0,mauritania,mr
zouirat,tiris zemmour,56345.0,mauritania,mr
arafat,nouakchott sud,0,mauritania,mr
dar naim,nouakchott nord,0,mauritania,mr
tevragh zeina,nouakchott ouest,0,mauritania,mr
nouakchott,,742144.0,mauritania,mr
ayoun el atrous,hodh el gharbi,1423.0,mauritania,mr
plymouth,saint anthony,0,montserrat,ms
birzebbuga,birzebbuga,0,malta,mt
marsaskala,marsaskala,0,malta,mt
marsaxlokk,marsaxlokk,0,malta,mt
kirkop,kirkop,0,malta,mt
pieta,pieta,0,malta,mt
zejtun,zejtun,0,malta,mt
attard,attard,0,malta,mt
pembroke,pembroke,0,malta,mt
zebbug,zebbug,0,malta,mt
ta  xbiex,ta  xbiex,0,malta,mt
sliema,sliema,0,malta,mt
san lawrenz,san lawrenz,0,malta,mt
imqabba,imqabba,0,malta,mt
imdina,imdina,0,malta,mt
qala,qala,0,malta,mt
imtarfa,imtarfa,0,malta,mt
zurrieq,zurrieq,0,malta,mt
gudja,gudja,0,malta,mt
sannat,sannat,0,malta,mt
valletta,valletta,368250.0,malta,mt
zabbar,zabbar,0,malta,mt
luqa,luqa,0,malta,mt
qormi,qormi,0,malta,mt
imgarr,imgarr,0,malta,mt
saint paul s bay,san pawl il-bahar,0,malta,mt
qrendi,qrendi,0,malta,mt
munxar,munxar,0,malta,mt
hamrun,hamrun,0,malta,mt
naxxar,naxxar,0,malta,mt
ghaxaq,ghaxaq,0,malta,mt
ghasri,ghasri,0,malta,mt
victoria,rabat (ghawdex),0,malta,mt
iklin,iklin,0,malta,mt
gharghur,gharghur,0,malta,mt
dingli,dingli,0,malta,mt
siggiewi,siggiewi,0,malta,mt
xewkija,xewkija,0,malta,mt
lija,lija,0,malta,mt
safi,safi,0,malta,mt
senglea,isla,0,malta,mt
xaghra,xaghra,0,malta,mt
xghajra,xghajra,0,malta,mt
zebbug,zebbug (ghawdex),0,malta,mt
gzira,gzira,0,malta,mt
imsida,imsida,0,malta,mt
kalkara,kalkara,0,malta,mt
kercem,kercem,0,malta,mt
mellieha,mellieha,0,malta,mt
mosta,mosta,0,malta,mt
nadur,nadur,0,malta,mt
paola,paola,0,malta,mt
rabat,rabat,0,malta,mt
marsa,marsa,0,malta,mt
san giljan,san giljan,0,malta,mt
san gwann,san gwann,0,malta,mt
santa lucija,santa lucija,0,malta,mt
santa venera,santa venera,0,malta,mt
swieqi,swieqi,0,malta,mt
tarxien,tarxien,0,malta,mt
balzan,balzan,0,malta,mt
vittoriosa,birgu,0,malta,mt
birkirkara,birkirkara,0,malta,mt
cospicua,bormla,0,malta,mt
fgura,fgura,0,malta,mt
floriana,floriana,0,malta,mt
fontana,fontana,0,malta,mt
ghajnsielem,ghajnsielem,0,malta,mt
gharb,gharb,0,malta,mt
port louis,port louis,595491.0,mauritius,mu
curepipe,plaines wilhems,299975.0,mauritius,mu
male,maale,112927.0,maldives,mv
dhidhdhoo,,0,maldives,mv
eydhafushi,,0,maldives,mv
felidhoo,,0,maldives,mv
funadhoo,,0,maldives,mv
hithadhoo,,0,maldives,mv
kudahuvadhoo,,0,maldives,mv
magoodhoo,,0,maldives,mv
kulhudhuffushi,,0,maldives,mv
mahibadhoo,,0,maldives,mv
manadhoo,,0,maldives,mv
muli,,0,maldives,mv
naifaru,,0,maldives,mv
thinadhoo,,0,maldives,mv
un goofaaru,,0,maldives,mv
veymandoo,,0,maldives,mv
villin gili,,0,maldives,mv
fonadhoo,,0,maldives,mv
fuvahmulaku,,0,maldives,mv
rasdhoo,,0,maldives,mv
thulusdhoo,,0,maldives,mv
thyolo,thyolo,0,malawi,mw
mwanza,mwanza,11379.0,malawi,mw
chiradzulu,chiradzulu,1580.0,malawi,mw
karonga,karonga,34207.0,malawi,mw
neno,neno,0,malawi,mw
zomba,zomba,80932.0,malawi,mw
chikwawa,chikwawa,0,malawi,mw
mulanje,mulanje,16483.0,malawi,mw
blantyre,blantyre,584877.0,malawi,mw
chiromo,nsanje,25235.0,malawi,mw
phalombe,phalombe,0,malawi,mw
nsanje,nsanje,21774.0,malawi,mw
nkhata bay,nkhata bay,22108.0,malawi,mw
rumphi,rumphi,0,malawi,mw
chitipa,chitipa,13412.0,malawi,mw
mzuzu,,110201.0,malawi,mw
mzimba,mzimba,19308.0,malawi,mw
ntchisi,ntchisi,0,malawi,mw
dowa,dowa,0,malawi,mw
mchinji,mchinji,18305.0,malawi,mw
nkhotakota,nkhotakota,59854.0,malawi,mw
kasungu,kasungu,0,malawi,mw
ntcheu,ntcheu,10445.0,malawi,mw
dedza,dedza,15608.0,malawi,mw
salima,salima,71181.0,malawi,mw
lilongwe,lilongwe,646750.0,malawi,mw
mangochi,mangochi,97711.0,malawi,mw
balaka,balaka,0,malawi,mw
machinga,machinga,1418.0,malawi,mw
nacozari de garcia,sonora,11872.0,mexico,mx
nueva rosita,coahuila de zaragoza,36642.0,mexico,mx
san felipe,baja california,20750.0,mexico,mx
zacatecas,zacatecas,234481.0,mexico,mx
irapuato,guanajuato,339554.0,mexico,mx
vicente guerrero,baja california,12829.0,mexico,mx
san quintin,baja california,5433.0,mexico,mx
chetumal,quintana roo,154517.0,mexico,mx
esperanza,sonora,3836.0,mexico,mx
izamal,yucatan,14954.0,mexico,mx
ticul,yucatan,30519.0,mexico,mx
villahermosa,tabasco,428564.0,mexico,mx
mazatlan,sinaloa,368204.0,mexico,mx
ciudad victoria,tamaulipas,274900.0,mexico,mx
mexicali,baja california,885000.0,mexico,mx
aguascalientes,aguascalientes,869000.0,mexico,mx
chihuahua,chihuahua,793000.0,mexico,mx
guanajuato,guanajuato,112200.0,mexico,mx
chilpancingo,guerrero,182387.0,mexico,mx
pachuca,hidalgo,319581.0,mexico,mx
guadalajara,jalisco,4198000.0,mexico,mx
cuernavaca,morelos,834001.0,mexico,mx
monterrey,nuevo leon,3712000.0,mexico,mx
lazaro cardenas,michoacan de ocampo,160087.0,mexico,mx
miahuatlan,oaxaca,17632.0,mexico,mx
mitla,oaxaca,7547.0,mexico,mx
valladolid,yucatan,48479.0,mexico,mx
ciudad constitucion,baja california sur,39915.0,mexico,mx
villa union,sinaloa,15443.0,mexico,mx
eldorado,sinaloa,17365.0,mexico,mx
tekax,yucatan,22806.0,mexico,mx
montemorelos,nuevo leon,42640.0,mexico,mx
xalapa,veracruz,452186.0,mexico,mx
teziutlan,puebla,177796.0,mexico,mx
motul,yucatan,21253.0,mexico,mx
merida,yucatan,965000.0,mexico,mx
guerrero negro,baja california,13054.0,mexico,mx
saltillo,coahuila de zaragoza,754000.0,mexico,mx
punta prieta,baja california,527.0,mexico,mx
salina cruz,oaxaca,81063.0,mexico,mx
durango,durango,457140.0,mexico,mx
acatlan,puebla,18879.0,mexico,mx
tepic,nayarit,318781.0,mexico,mx
tecuala,nayarit,14921.0,mexico,mx
ayutla,guerrero,9897.0,mexico,mx
huajuapan de leon,oaxaca,47844.0,mexico,mx
pochutla,oaxaca,24481.0,mexico,mx
colima,colima,223287.0,mexico,mx
autlan,jalisco,47669.0,mexico,mx
coalcoman,michoacan de ocampo,10715.0,mexico,mx
apatzingan,michoacan de ocampo,98422.0,mexico,mx
halacho,yucatan,9165.0,mexico,mx
peto,yucatan,17607.0,mexico,mx
papasquiaro,durango,22750.0,mexico,mx
puerto escondido,oaxaca,19488.0,mexico,mx
hermosillo,sonora,595811.0,mexico,mx
juchitan,oaxaca,67637.0,mexico,mx
san luis potosi,san luis potosi,992000.0,mexico,mx
culiacan,sinaloa,809000.0,mexico,mx
uruapan,michoacan de ocampo,264531.0,mexico,mx
tehuantepec,oaxaca,42776.0,mexico,mx
salamanca,guanajuato,197524.0,mexico,mx
mexico city,ciudad de mexico,19028000.0,mexico,mx
zamora,michoacan de ocampo,214947.0,mexico,mx
tlaxiaco,oaxaca,21391.0,mexico,mx
petatlan,guerrero,31910.0,mexico,mx
la cruz,sinaloa,11900.0,mexico,mx
allende,coahuila de zaragoza,19636.0,mexico,mx
agua prieta,sonora,86083.0,mexico,mx
piedras negras,coahuila de zaragoza,139619.0,mexico,mx
reynosa,tamaulipas,498654.0,mexico,mx
ojinaga,chihuahua,22128.0,mexico,mx
la paz,baja california sur,189767.0,mexico,mx
tapachula,chiapas,221521.0,mexico,mx
escuintla,chiapas,107638.0,mexico,mx
atlixco,puebla,97842.0,mexico,mx
orizaba,veracruz,355333.0,mexico,mx
taxco,guerrero,53217.0,mexico,mx
iguala,guerrero,112106.0,mexico,mx
cabo san lucas,baja california sur,42601.0,mexico,mx
villanueva,zacatecas,11138.0,mexico,mx
tecpan,guerrero,14638.0,mexico,mx
atoyac,guerrero,20515.0,mexico,mx
jaltipan,veracruz,66998.0,mexico,mx
la barca,jalisco,35345.0,mexico,mx
queretaro,queretaro,961000.0,mexico,mx
leon,guanajuato,1488000.0,mexico,mx
pijijiapan,chiapas,23675.0,mexico,mx
campeche,campeche,205212.0,mexico,mx
toluca,mexico,1531000.0,mexico,mx
tlaxcala,tlaxcala,503878.0,mexico,mx
oaxaca,oaxaca,530728.0,mexico,mx
puebla,puebla,2195000.0,mexico,mx
tuxtla gutierrez,chiapas,481128.0,mexico,mx
lagos de moreno,jalisco,94127.0,mexico,mx
progreso,yucatan,47124.0,mexico,mx
tuxpam,veracruz,109049.0,mexico,mx
balancan,tabasco,11895.0,mexico,mx
tizimin,yucatan,41993.0,mexico,mx
los mochis,sinaloa,249047.0,mexico,mx
altata,sinaloa,1000.0,mexico,mx
navajoa,sonora,116093.0,mexico,mx
santa barbara,chihuahua,10800.0,mexico,mx
ciudad hidalgo,michoacan de ocampo,64154.0,mexico,mx
parras,coahuila de zaragoza,32253.0,mexico,mx
hidalgo del parral,chihuahua,103378.0,mexico,mx
delicias,chihuahua,114783.0,mexico,mx
ensenada,baja california,256565.0,mexico,mx
linares,nuevo leon,57731.0,mexico,mx
san juan del rio,queretaro,147559.0,mexico,mx
minatitlan,veracruz,201902.0,mexico,mx
villa ahumada,chihuahua,9326.0,mexico,mx
tehuacan,puebla,241429.0,mexico,mx
ciudad del carmen,campeche,156195.0,mexico,mx
morelia,michoacan de ocampo,644306.0,mexico,mx
escuinapa,sinaloa,28248.0,mexico,mx
nezahualcoyotl,mexico,1109363.0,mexico,mx
gomez palacio,durango,399328.0,mexico,mx
paraiso,tabasco,23830.0,mexico,mx
frontera,tabasco,22621.0,mexico,mx
tenosique,tabasco,32415.0,mexico,mx
tecoman,colima,91321.0,mexico,mx
aldama,tamaulipas,12292.0,mexico,mx
loreto,baja california sur,11227.0,mexico,mx
santa rosalia,baja california sur,11899.0,mexico,mx
el fuerte,sinaloa,11171.0,mexico,mx
guasave,sinaloa,96860.0,mexico,mx
manzanillo,colima,110735.0,mexico,mx
celaya,guanajuato,383697.0,mexico,mx
san pedro de las colonias,coahuila de zaragoza,53688.0,mexico,mx
monclova,coahuila de zaragoza,236244.0,mexico,mx
torreon,coahuila de zaragoza,1144000.0,mexico,mx
nogales,sonora,178097.0,mexico,mx
rio verde,san luis potosi,69613.0,mexico,mx
tamuin,san luis potosi,14748.0,mexico,mx
tamazunchale,san luis potosi,72685.0,mexico,mx
ciudad valles,san luis potosi,114964.0,mexico,mx
cardenas,san luis potosi,15331.0,mexico,mx
guamuchil,sinaloa,62695.0,mexico,mx
tijuana,baja california,1553000.0,mexico,mx
cozumel,quintana roo,73934.0,mexico,mx
isla mujeres,quintana roo,12491.0,mexico,mx
cancun,quintana roo,542043.0,mexico,mx
felipe carrillo puerto,quintana roo,24807.0,mexico,mx
champoton,campeche,26636.0,mexico,mx
cuencame,durango,8876.0,mexico,mx
canatlan,durango,10342.0,mexico,mx
compostela,nayarit,16162.0,mexico,mx
santiago ixcuintla,nayarit,18365.0,mexico,mx
tuxpan,nayarit,26115.0,mexico,mx
matehuala,san luis potosi,67717.0,mexico,mx
fresnillo,zacatecas,105488.0,mexico,mx
valparaiso,zacatecas,10545.0,mexico,mx
sabinas hidalgo,nuevo leon,32047.0,mexico,mx
ascension,chihuahua,11781.0,mexico,mx
ciudad juarez,chihuahua,1343000.0,mexico,mx
juan aldama,zacatecas,14162.0,mexico,mx
caborca,sonora,57357.0,mexico,mx
magdalena,sonora,23359.0,mexico,mx
mazatlan,sonora,500000.0,mexico,mx
puerto vallarta,jalisco,187134.0,mexico,mx
zumpango,mexico,250000.0,mexico,mx
nuevo laredo,tamaulipas,349550.0,mexico,mx
matamoros,tamaulipas,538785.0,mexico,mx
san fernando,tamaulipas,29171.0,mexico,mx
ciudad madero,tamaulipas,192736.0,mexico,mx
tampico,tamaulipas,859419.0,mexico,mx
ciudad mante,tamaulipas,79981.0,mexico,mx
tula,tamaulipas,9054.0,mexico,mx
ciudad guzman,jalisco,92161.0,mexico,mx
ciudad camargo,chihuahua,37743.0,mexico,mx
cuauhtemoc,chihuahua,90835.0,mexico,mx
nuevo casas grandes,chihuahua,54826.0,mexico,mx
poza rica de hidalgo,veracruz,254481.0,mexico,mx
ometepec,guerrero,30271.0,mexico,mx
ciudad altamirano,guerrero,24533.0,mexico,mx
huatabampo,sonora,30426.0,mexico,mx
ciudad obregon,sonora,288002.0,mexico,mx
guaymas,sonora,103449.0,mexico,mx
panuco,veracruz,35316.0,mexico,mx
cananea,sonora,33433.0,mexico,mx
acapulco,guerrero,715584.0,mexico,mx
san cristobal de las casas,chiapas,186661.0,mexico,mx
veracruz,veracruz,578963.0,mexico,mx
coatzacoalcos,veracruz,287285.0,mexico,mx
santiago tuxtla,veracruz,15681.0,mexico,mx
cordoba,veracruz,220563.0,mexico,mx
nautla,veracruz,2890.0,mexico,mx
sibu,sarawak,203832.0,malaysia,my
shah alam,,481654.0,malaysia,my
bintulu,sarawak,151617.0,malaysia,my
kuching,sarawak,570407.0,malaysia,my
victoria,labuan,0,malaysia,my
taiping,perak,237095.0,malaysia,my
chukai,terengganu,82425.0,malaysia,my
kuala lumpur,kuala lumpur ,1448000.0,malaysia,my
kangar,perlis,63869.0,malaysia,my
alor setar,kedah,336475.0,malaysia,my
george town,pulau pinang,2500000.0,malaysia,my
butterworth,pulau pinang,821652.0,malaysia,my
sungai petani,kedah,358499.0,malaysia,my
sandakan,sabah,392288.0,malaysia,my
lahad datu,sabah,105622.0,malaysia,my
kota baharu,kelantan,505583.0,malaysia,my
johor bahru,johor,875000.0,malaysia,my
keluang,johor,169828.0,malaysia,my
kuala terengganu,terengganu,350210.0,malaysia,my
ipoh,perak,673318.0,malaysia,my
kuantan,pahang,366229.0,malaysia,my
kota kinabalu,sabah,527671.0,malaysia,my
tawau,sabah,306462.0,malaysia,my
kuala lipis,pahang,15448.0,malaysia,my
teluk intan,perak,101659.0,malaysia,my
malacca,melaka,788706.0,malaysia,my
muar,johor,191346.0,malaysia,my
miri,sarawak,228212.0,malaysia,my
seremban,negeri sembilan,372917.0,malaysia,my
putrajaya,negeri sembilan,67964.0,malaysia,my
raub,pahang,40024.0,malaysia,my
batu pahat,johor,199619.0,malaysia,my
kelang,selangor,956000.0,malaysia,my
espungabera,manica,393.0,mozambique,mz
quelimane,zambezia,188964.0,mozambique,mz
nicuadala,zambezia,6945.0,mozambique,mz
mapai,gaza,201.0,mozambique,mz
mocimboa,,27909.0,mozambique,mz
maxixe,inhambane,119868.0,mozambique,mz
mocambique,nampula,54315.0,mozambique,mz
nampula,nampula,388526.0,mozambique,mz
